timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve,Wind Direction (°)
25 06 2018 05:30,2438.18,10.07,2832.20,54.36
25 06 2018 05:40,2396.21,9.81,2669.20,54.37
25 06 2018 05:50,2411.93,9.95,2757.96,56.07
25 06 2018 06:00,2207.20,9.61,2523.72,56.69
25 06 2018 06:10,1664.15,8.43,1787.31,55.97
25 06 2018 06:20,1943.79,9.06,2180.68,57.49
25 06 2018 06:30,2423.83,9.87,2707.55,55.07
25 06 2018 06:40,2460.83,9.76,2631.87,55.09
25 06 2018 06:50,2611.35,10.34,2986.18,55.42
25 06 2018 07:00,2328.58,9.84,2688.28,53.60
25 06 2018 07:10,2505.22,10.35,2992.92,59.98
25 06 2018 07:20,2622.08,10.67,3142.38,57.62
25 06 2018 07:30,2415.70,10.10,2854.50,57.23
25 06 2018 07:40,2139.00,9.34,2365.32,56.32
25 06 2018 07:50,1853.58,8.93,2097.99,57.02
25 06 2018 08:00,1549.89,8.25,1676.02,52.84
25 06 2018 08:10,1479.01,8.21,1654.59,55.36
25 06 2018 08:20,1612.86,8.37,1750.23,55.42
25 06 2018 08:30,1524.87,8.37,1747.02,53.96
25 06 2018 08:40,1694.74,8.50,1825.50,53.28
25 06 2018 08:50,1562.32,8.40,1768.93,54.40
25 06 2018 09:00,1507.83,8.21,1651.39,53.39
25 06 2018 09:10,1693.91,8.67,1935.58,55.78
25 06 2018 09:20,1699.78,8.50,1826.14,50.98
25 06 2018 09:30,1424.80,8.00,1528.04,50.76
25 06 2018 09:40,1180.56,7.51,1262.94,53.12
25 06 2018 09:50,1393.96,7.92,1484.83,50.30
25 06 2018 10:00,1686.15,8.56,1864.90,51.12
25 06 2018 10:10,2317.48,9.83,2682.01,52.52
25 06 2018 10:20,2566.63,10.40,3016.57,53.20
25 06 2018 10:30,2189.68,9.51,2450.84,52.13
25 06 2018 10:40,2201.64,9.64,2543.58,53.12
25 06 2018 10:50,2077.33,9.29,2331.29,52.24
25 06 2018 11:00,2551.72,10.45,3041.60,55.79
25 06 2018 11:10,2510.42,10.49,3062.23,55.53
25 06 2018 11:20,1610.19,8.41,1770.41,51.65
25 06 2018 11:30,1339.95,7.82,1429.71,52.30
25 06 2018 11:40,1922.58,9.23,2294.60,53.38
25 06 2018 11:50,2337.03,10.04,2817.62,53.61
25 06 2018 12:00,1972.93,9.08,2193.68,49.09
25 06 2018 12:10,1842.14,8.74,1976.55,50.12
25 06 2018 12:20,1392.74,7.93,1489.39,48.88
25 06 2018 12:30,1460.06,8.13,1604.80,53.84
25 06 2018 12:40,1973.33,9.21,2279.31,53.24
25 06 2018 12:50,1669.06,8.59,1884.77,51.53
25 06 2018 13:00,1713.32,8.72,1963.96,53.31
25 06 2018 13:10,2132.09,9.71,2600.31,55.43
25 06 2018 13:20,2308.97,9.98,2776.76,52.85
25 06 2018 13:30,2544.73,10.43,3031.46,54.75
25 06 2018 13:40,2273.98,9.96,2764.44,56.01
25 06 2018 13:50,2301.31,9.93,2747.02,55.06
25 06 2018 14:00,2281.96,9.85,2694.43,54.75
25 06 2018 14:10,2105.79,9.41,2411.67,48.39
25 06 2018 14:20,2246.88,9.83,2682.18,50.44
25 06 2018 14:30,2116.54,9.44,2429.66,49.67
25 06 2018 14:40,2135.38,9.52,2455.12,49.73
25 06 2018 14:50,1991.93,9.12,2219.18,50.04
25 06 2018 15:00,1828.74,8.81,2020.43,43.27
25 06 2018 15:10,1549.21,8.25,1678.01,44.16
25 06 2018 15:20,1654.90,8.31,1712.57,41.72
25 06 2018 15:30,1975.10,8.99,2135.55,35.88
25 06 2018 15:40,2047.33,9.36,2380.10,38.26
25 06 2018 15:50,1924.77,8.92,2093.22,40.15
25 06 2018 16:00,2374.00,9.95,2761.79,38.04
25 06 2018 16:10,2585.61,10.66,3139.44,39.60
25 06 2018 16:20,2525.25,10.24,2930.39,42.31
25 06 2018 16:30,2337.02,9.85,2693.21,38.91
25 06 2018 16:40,1934.67,8.90,2077.35,40.52
25 06 2018 16:50,1874.22,8.87,2061.74,50.65
25 06 2018 17:00,2093.51,9.34,2364.22,46.84
25 06 2018 17:10,1927.91,8.95,2112.04,47.59
25 06 2018 17:20,2517.39,10.24,2934.82,54.85
25 06 2018 17:30,2574.44,10.26,2944.52,54.61
25 06 2018 17:40,2594.29,10.27,2947.87,54.90
25 06 2018 17:50,2719.68,10.46,3044.25,54.44
25 06 2018 18:00,2271.56,9.72,2603.64,52.94
25 06 2018 18:10,2432.27,10.17,2891.43,57.46
25 06 2018 18:20,2556.65,10.41,3022.68,59.19
25 06 2018 18:30,2369.12,9.92,2742.20,60.34
25 06 2018 18:40,2170.30,9.53,2467.31,58.31
25 06 2018 18:50,2507.99,10.23,2928.13,55.87
25 06 2018 19:00,2627.60,10.63,3123.33,60.11
25 06 2018 19:10,2664.47,10.75,3176.12,63.62
25 06 2018 19:20,3054.93,11.56,3436.02,68.03
25 06 2018 19:30,2753.21,10.82,3206.49,69.40
25 06 2018 19:40,2663.11,10.57,3098.80,69.17
25 06 2018 19:50,2805.73,11.20,3338.04,74.17
25 06 2018 20:00,2855.00,11.44,3407.52,76.72
25 06 2018 20:10,2810.98,11.42,3400.48,76.67
25 06 2018 20:20,2696.50,11.00,3271.63,74.96
25 06 2018 20:30,2946.43,11.70,3468.10,77.10
25 06 2018 20:40,3249.84,12.54,3581.99,76.71
25 06 2018 20:50,3087.37,11.99,3520.19,74.63
25 06 2018 21:00,3186.14,11.86,3498.07,74.97
25 06 2018 21:10,2934.15,11.31,3371.43,75.22
25 06 2018 21:20,2779.70,11.06,3292.80,74.60
25 06 2018 21:30,2213.47,9.71,2595.07,71.25
25 06 2018 21:40,1398.46,7.99,1524.61,68.60
25 06 2018 21:50,1794.00,8.86,2052.35,69.96
25 06 2018 22:00,1475.15,8.28,1696.94,66.78
25 06 2018 22:10,1649.87,8.54,1854.22,66.30
25 06 2018 22:20,1821.39,8.94,2106.73,66.53
25 06 2018 22:30,2024.42,9.36,2377.95,70.66
25 06 2018 22:40,1742.13,8.72,1967.48,71.56
25 06 2018 22:50,2196.16,9.71,2598.56,74.25
25 06 2018 23:00,2452.55,10.07,2836.99,73.53
25 06 2018 23:10,2221.07,9.78,2646.21,74.22
25 06 2018 23:20,2702.69,10.91,3240.52,73.02
25 06 2018 23:30,2599.72,10.60,3113.34,73.14
25 06 2018 23:40,2872.38,11.31,3371.53,73.93
25 06 2018 23:50,3138.81,12.01,3524.07,74.58
26 06 2018 00:00,3039.38,11.85,3496.60,73.42
26 06 2018 00:10,2985.91,11.67,3460.00,73.15
26 06 2018 00:20,3036.54,11.83,3493.13,75.12
26 06 2018 00:30,3049.85,12.27,3557.89,76.69
26 06 2018 00:40,2957.89,12.08,3533.35,76.04
26 06 2018 00:50,2853.11,11.45,3408.76,74.70
26 06 2018 01:00,2675.27,10.77,3186.97,73.60
26 06 2018 01:10,2785.75,10.98,3264.96,73.78
26 06 2018 01:20,2875.46,11.05,3288.68,71.98
26 06 2018 01:30,2912.53,11.28,3362.63,72.37
26 06 2018 01:40,2908.01,11.32,3375.44,73.50
26 06 2018 01:50,2943.47,11.19,3336.79,70.28
26 06 2018 02:00,2944.82,11.18,3331.64,71.80
26 06 2018 02:10,2660.16,10.63,3125.95,71.15
26 06 2018 02:20,2832.05,11.12,3313.78,73.63
26 06 2018 02:30,2477.84,10.34,2985.72,74.05
26 06 2018 02:40,1753.79,8.72,1967.06,73.99
26 06 2018 02:50,1763.81,8.70,1954.57,73.25
26 06 2018 03:00,2175.17,9.60,2520.09,71.20
26 06 2018 03:10,2666.27,10.87,3223.40,74.78
26 06 2018 03:20,3210.38,12.50,3579.33,76.79
26 06 2018 03:30,3261.65,12.54,3582.00,76.89
26 06 2018 03:40,3155.53,11.89,3503.79,74.89
26 06 2018 03:50,3018.67,11.53,3430.15,72.02
26 06 2018 04:00,2371.46,10.19,2905.94,72.29
26 06 2018 04:10,1770.44,8.66,1930.37,70.45
26 06 2018 04:20,1657.56,8.50,1828.42,71.66
26 06 2018 04:30,1496.06,8.24,1671.22,72.62
26 06 2018 04:40,2007.05,9.29,2333.17,73.30
26 06 2018 04:50,1843.70,9.02,2155.12,74.63
26 06 2018 05:00,1561.61,8.45,1795.84,75.50
26 06 2018 05:10,980.17,6.88,964.17,76.34
26 06 2018 05:20,934.90,6.87,958.60,76.21
26 06 2018 05:30,1225.74,7.54,1276.37,77.54
26 06 2018 05:40,1462.36,8.45,1796.78,76.11
26 06 2018 05:50,1625.55,9.05,2176.92,75.15
26 06 2018 06:00,1246.31,7.95,1501.72,75.55
26 06 2018 06:10,1265.42,8.26,1685.11,75.50
26 06 2018 06:20,878.83,6.79,925.97,77.68
26 06 2018 06:30,811.58,6.54,821.33,78.83
26 06 2018 06:40,370.12,4.96,325.36,79.90
26 06 2018 06:50,535.44,5.91,594.72,73.11
26 06 2018 07:00,597.48,5.94,606.01,71.91
26 06 2018 07:10,858.81,6.79,922.64,76.83
26 06 2018 07:20,985.87,7.11,1065.96,76.91
26 06 2018 07:30,984.06,7.14,1078.57,77.83
26 06 2018 07:40,737.59,5.98,618.50,78.92
26 06 2018 07:50,555.99,5.42,446.12,81.31
26 06 2018 08:00,483.54,5.32,417.91,79.30
26 06 2018 08:10,578.99,5.71,530.15,75.40
26 06 2018 08:20,630.93,6.05,640.61,75.57
26 06 2018 08:30,580.19,6.09,655.54,76.96
26 06 2018 08:40,781.57,6.82,936.01,73.88
26 06 2018 08:50,843.48,7.01,1020.00,73.19
26 06 2018 09:00,753.39,6.74,903.93,69.11
26 06 2018 09:10,681.82,6.35,747.80,71.78
26 06 2018 09:20,561.11,6.00,625.33,75.44
26 06 2018 09:30,480.18,5.76,547.67,77.46
26 06 2018 09:40,607.22,6.24,708.28,73.48
26 06 2018 09:50,582.96,6.12,664.31,65.66
26 06 2018 10:00,728.19,6.66,870.31,60.80
26 06 2018 10:10,793.94,6.69,883.34,63.79
26 06 2018 10:20,434.59,5.49,465.53,63.90
26 06 2018 10:30,357.08,5.09,358.45,61.79
26 06 2018 10:40,84.64,3.57,59.65,54.97
26 06 2018 10:50,188.19,4.57,237.01,56.16
26 06 2018 11:00,126.54,4.00,127.25,52.18
26 06 2018 11:10,130.67,4.03,128.23,47.69
26 06 2018 11:20,151.41,4.11,142.74,54.75
26 06 2018 11:30,331.01,5.22,392.40,62.00
26 06 2018 11:40,414.45,5.71,531.59,63.36
26 06 2018 11:50,795.81,6.75,906.98,64.88
26 06 2018 12:00,1254.00,7.85,1444.92,61.57
26 06 2018 12:10,999.35,7.64,1332.57,52.28
26 06 2018 12:20,232.69,4.69,264.10,33.34
26 06 2018 12:30,130.57,3.95,118.64,23.35
26 06 2018 12:40,20.67,3.19,24.96,33.15
26 06 2018 12:50,16.77,3.41,42.38,62.41
26 06 2018 13:00,206.21,4.54,231.28,79.32
26 06 2018 13:10,365.17,5.38,435.05,71.05
26 06 2018 13:20,536.96,5.88,584.87,66.15
26 06 2018 13:30,388.42,5.40,439.59,86.45
26 06 2018 14:10,0.00,3.80,92.25,0.00
26 06 2018 14:20,0.00,3.76,86.67,149.28
26 06 2018 14:30,0.00,2.13,0.00,199.23
26 06 2018 14:40,0.00,4.40,201.61,200.77
26 06 2018 14:50,59.59,3.45,46.28,209.28
26 06 2018 15:00,0.00,2.78,0.00,331.98
26 06 2018 15:10,0.00,2.47,0.00,36.02
26 06 2018 15:20,0.00,2.85,0.00,63.11
26 06 2018 15:30,0.00,2.67,0.00,43.22
26 06 2018 15:40,0.00,1.72,0.00,60.07
26 06 2018 15:50,0.00,1.80,0.00,66.36
26 06 2018 16:00,0.00,3.58,60.95,60.14
26 06 2018 16:10,0.00,2.29,0.00,83.61
26 06 2018 16:20,0.00,2.78,0.00,86.65
26 06 2018 16:30,0.00,3.30,32.73,62.96
26 06 2018 16:40,0.00,3.00,0.00,66.18
26 06 2018 16:50,0.00,2.58,0.00,75.79
26 06 2018 17:00,0.00,2.61,0.00,118.90
26 06 2018 17:10,35.01,4.18,158.03,128.15
26 06 2018 17:20,23.98,3.28,30.88,122.78
26 06 2018 17:30,0.00,2.05,0.00,88.80
26 06 2018 17:40,0.00,2.06,0.00,66.88
26 06 2018 17:50,0.00,2.35,0.00,121.33
26 06 2018 18:00,0.00,3.94,117.44,155.56
26 06 2018 18:10,249.56,5.08,355.86,161.17
26 06 2018 18:20,82.89,4.07,136.49,174.20
26 06 2018 18:30,553.56,5.10,359.98,200.33
26 06 2018 18:40,1840.43,8.74,1978.66,182.79
26 06 2018 18:50,1599.44,8.10,1585.31,187.73
26 06 2018 19:00,70.09,3.89,107.75,133.81
26 06 2018 19:10,141.36,4.06,134.83,97.13
26 06 2018 19:20,205.00,4.24,169.35,106.35
26 06 2018 19:30,390.17,5.31,417.07,101.10
26 06 2018 19:40,290.70,4.96,325.96,130.63
26 06 2018 19:50,557.78,5.83,569.44,159.59
26 06 2018 20:00,934.53,7.06,1043.28,167.74
26 06 2018 20:10,943.36,7.07,1048.38,174.31
26 06 2018 20:20,861.89,7.01,1021.03,173.41
26 06 2018 20:30,571.55,6.21,697.03,176.40
26 06 2018 20:40,454.38,5.95,607.96,174.59
26 06 2018 20:50,459.59,5.94,606.23,178.48
26 06 2018 21:00,442.71,5.85,576.34,174.48
26 06 2018 21:10,410.23,5.80,560.21,172.55
26 06 2018 21:20,376.47,5.74,541.82,166.01
26 06 2018 21:30,590.73,6.37,757.95,167.21
26 06 2018 21:40,749.81,6.64,861.53,172.70
26 06 2018 21:50,818.65,6.92,980.20,174.07
26 06 2018 22:00,1022.91,7.40,1207.89,172.92
26 06 2018 22:10,1319.48,7.97,1511.60,177.33
26 06 2018 22:20,1395.65,7.89,1468.74,185.69
26 06 2018 22:30,1427.67,8.12,1601.07,189.99
26 06 2018 22:40,1171.04,7.77,1402.37,189.74
26 06 2018 22:50,970.73,7.37,1193.13,189.48
26 06 2018 23:00,905.65,7.32,1167.40,190.31
26 06 2018 23:10,752.56,6.88,964.28,189.86
26 06 2018 23:20,656.05,6.70,885.32,191.22
26 06 2018 23:30,730.29,6.89,969.27,190.91
26 06 2018 23:40,819.93,7.02,1022.90,195.63
26 06 2018 23:50,599.57,6.37,756.47,199.47
27 06 2018 00:00,582.59,6.32,735.87,200.54
27 06 2018 00:10,634.74,6.58,836.34,198.96
27 06 2018 00:20,603.20,6.57,835.38,195.53
27 06 2018 00:30,533.43,6.21,696.52,192.51
27 06 2018 00:40,589.76,6.47,794.35,193.62
27 06 2018 00:50,579.37,6.44,783.85,193.92
27 06 2018 01:00,560.05,6.43,780.80,195.54
27 06 2018 01:10,714.90,7.00,1016.44,199.15
27 06 2018 01:20,771.57,7.14,1081.54,200.57
27 06 2018 01:30,522.32,6.35,747.57,201.97
27 06 2018 01:40,420.18,5.91,593.46,204.87
27 06 2018 01:50,559.31,6.42,774.28,207.27
27 06 2018 02:00,573.44,6.51,811.35,205.69
27 06 2018 02:10,302.77,5.15,372.84,199.12
27 06 2018 02:20,162.68,4.36,192.37,202.24
27 06 2018 02:30,221.52,4.92,316.41,197.20
27 06 2018 02:40,393.21,5.71,531.21,190.83
27 06 2018 02:50,406.24,5.71,532.52,193.89
27 06 2018 03:00,262.36,4.91,315.08,199.00
27 06 2018 03:10,314.24,5.16,376.68,201.55
27 06 2018 03:20,558.54,6.11,660.51,203.05
27 06 2018 03:30,1155.35,7.87,1457.12,204.46
27 06 2018 03:40,1146.39,7.73,1377.66,205.93
27 06 2018 03:50,1200.59,8.02,1541.70,203.65
27 06 2018 04:00,1451.52,8.49,1819.96,192.71
27 06 2018 04:10,3288.35,12.29,3559.75,188.45
27 06 2018 04:20,3466.14,12.68,3590.19,190.51
27 06 2018 04:30,2665.81,10.44,3035.36,179.12
27 06 2018 04:40,3415.84,12.17,3545.95,175.26
27 06 2018 04:50,3497.54,12.79,3594.64,180.75
27 06 2018 05:00,3603.98,14.15,3600.00,190.10
27 06 2018 05:10,3581.83,13.62,3600.00,188.77
27 06 2018 05:20,3561.53,12.29,3559.57,177.45
27 06 2018 05:30,2879.51,11.12,3312.50,176.85
27 06 2018 05:40,1731.05,8.97,2122.12,161.03
27 06 2018 05:50,1323.40,8.07,1569.26,169.20
27 06 2018 06:00,1500.11,8.54,1853.04,174.37
27 06 2018 06:10,1791.88,9.13,2231.23,177.54
27 06 2018 06:20,1309.81,8.00,1530.12,180.64
27 06 2018 06:30,927.57,7.17,1095.23,186.19
27 06 2018 06:40,584.06,6.25,711.40,191.48
27 06 2018 06:50,342.31,5.33,421.78,203.17
27 06 2018 07:00,218.24,4.64,251.76,204.22
27 06 2018 07:10,74.98,3.62,66.60,209.21
27 06 2018 07:20,55.82,3.65,70.49,210.14
27 06 2018 07:30,2.53,2.09,0.00,206.05
27 06 2018 07:40,0.00,1.23,0.00,89.25
27 06 2018 07:50,0.00,2.10,0.00,100.69
27 06 2018 08:00,0.00,2.96,0.00,106.90
27 06 2018 08:10,0.00,3.24,28.48,117.90
27 06 2018 08:20,0.00,3.42,43.90,116.56
27 06 2018 08:30,0.00,3.32,34.37,87.04
27 06 2018 08:40,0.00,2.09,0.00,70.95
27 06 2018 14:00,0.00,0.00,0.00,0.00
27 06 2018 14:10,0.00,5.82,566.12,0.00
27 06 2018 14:20,95.89,5.28,408.52,62.88
27 06 2018 14:30,648.55,6.42,776.66,53.96
27 06 2018 14:40,706.15,6.44,783.14,51.61
27 06 2018 14:50,721.07,6.55,826.37,51.43
27 06 2018 15:00,478.96,5.85,576.81,50.83
27 06 2018 15:10,598.80,6.03,632.62,57.41
27 06 2018 15:20,729.90,6.68,878.42,56.95
27 06 2018 15:30,545.44,5.98,616.99,51.83
27 06 2018 15:40,421.32,5.53,477.94,48.54
27 06 2018 15:50,417.85,5.50,468.76,50.32
27 06 2018 16:00,712.55,6.62,853.13,52.79
27 06 2018 16:10,713.94,6.67,875.27,50.96
27 06 2018 16:20,702.67,6.67,875.81,47.14
27 06 2018 16:30,760.46,6.71,891.56,50.97
27 06 2018 16:40,978.28,7.31,1163.42,49.91
27 06 2018 16:50,814.21,6.91,977.43,50.75
27 06 2018 17:00,888.72,7.07,1046.37,53.86
27 06 2018 17:10,1193.41,7.75,1388.47,57.88
27 06 2018 17:20,1190.13,7.74,1385.34,59.49
27 06 2018 17:30,1377.28,8.14,1612.62,58.67
27 06 2018 17:40,1524.05,8.52,1838.57,57.11
27 06 2018 17:50,1469.65,8.32,1719.07,62.21
27 06 2018 18:00,1918.00,9.53,2466.52,73.44
27 06 2018 18:10,1733.69,9.26,2311.27,76.14
27 06 2018 18:20,615.93,5.24,396.42,89.42
27 06 2018 18:30,299.74,4.71,266.74,117.20
27 06 2018 18:40,83.99,3.48,50.28,138.03
27 06 2018 18:50,2.90,2.68,0.00,191.41
27 06 2018 19:00,0.00,1.03,0.00,220.17
27 06 2018 19:10,0.00,2.72,0.00,329.81
27 06 2018 19:20,0.00,2.97,0.00,318.40
27 06 2018 19:30,0.00,3.07,18.52,291.73
27 06 2018 19:40,0.00,2.15,0.00,278.86
27 06 2018 19:50,0.00,2.37,0.00,300.79
27 06 2018 20:00,0.00,2.36,0.00,335.32
27 06 2018 20:10,0.00,13.09,3600.00,233.62
27 06 2018 20:20,3179.18,13.03,3600.00,214.96
27 06 2018 20:30,3508.63,13.15,3600.00,201.73
27 06 2018 20:40,3319.01,11.96,3515.96,237.99
27 06 2018 20:50,3056.77,11.52,3427.62,253.50
27 06 2018 21:00,2752.80,10.58,3105.28,246.66
27 06 2018 21:10,1595.45,8.15,1617.96,250.22
27 06 2018 21:20,1120.99,7.52,1266.91,257.91
27 06 2018 21:30,455.39,5.78,554.47,264.80
27 06 2018 21:40,274.78,5.15,372.72,258.73
27 06 2018 21:50,1500.02,8.44,1791.99,223.37
27 06 2018 22:00,3314.04,12.24,3554.07,233.60
27 06 2018 22:10,3319.18,12.39,3569.56,232.83
27 06 2018 22:20,2765.46,10.69,3152.13,233.52
27 06 2018 22:30,3117.88,11.85,3496.26,233.94
27 06 2018 22:40,3567.83,13.07,3600.00,230.57
27 06 2018 22:50,3550.08,13.04,3600.00,223.21
27 06 2018 23:00,3089.65,11.95,3514.55,215.73
27 06 2018 23:10,2926.61,11.84,3495.10,211.74
27 06 2018 23:20,2920.09,11.93,3511.25,209.37
27 06 2018 23:30,2600.90,10.98,3264.74,209.34
27 06 2018 23:40,2602.18,10.49,3060.57,216.46
27 06 2018 23:50,3109.15,12.06,3531.23,207.83
28 06 2018 00:00,2465.29,10.18,2899.79,210.60
28 06 2018 00:10,2001.55,9.09,2204.22,220.26
28 06 2018 00:20,1644.97,8.62,1902.00,227.64
28 06 2018 00:30,1513.02,8.42,1775.88,217.06
28 06 2018 00:40,1540.83,8.34,1731.15,228.84
28 06 2018 00:50,1431.89,8.48,1816.75,205.98
28 06 2018 01:00,1471.38,8.39,1758.04,199.47
28 06 2018 01:10,1290.09,8.05,1561.55,206.21
28 06 2018 01:20,1761.61,9.18,2257.68,201.88
28 06 2018 01:30,1633.76,8.83,2032.09,200.16
28 06 2018 01:40,1064.84,7.58,1299.45,202.80
28 06 2018 01:50,1210.22,8.02,1539.35,199.25
28 06 2018 02:00,1084.36,7.87,1456.14,197.05
28 06 2018 02:10,831.12,7.13,1076.39,194.20
28 06 2018 02:20,904.41,7.36,1184.51,191.05
28 06 2018 02:30,887.14,7.35,1180.85,190.63
28 06 2018 02:40,768.03,6.90,973.57,192.69
28 06 2018 02:50,885.03,7.30,1158.03,188.71
28 06 2018 03:00,831.45,7.04,1033.92,188.83
28 06 2018 03:10,766.08,6.92,982.21,188.80
28 06 2018 03:20,815.94,7.05,1039.78,187.37
28 06 2018 03:30,869.98,7.35,1182.37,183.52
28 06 2018 03:40,1258.87,8.16,1623.05,184.89
28 06 2018 03:50,1668.85,8.98,2131.19,186.40
28 06 2018 04:00,1627.58,9.11,2211.94,182.11
28 06 2018 04:10,1406.34,8.33,1726.70,181.18
28 06 2018 04:20,1216.63,7.88,1460.27,183.48
28 06 2018 04:30,1290.46,8.16,1625.24,178.39
28 06 2018 04:40,1229.71,7.98,1518.17,180.69
28 06 2018 04:50,1095.91,7.68,1354.85,178.88
28 06 2018 05:00,1227.41,7.72,1376.27,175.79
28 06 2018 05:10,1714.29,8.78,2003.30,175.17
28 06 2018 05:20,1771.40,8.81,2022.68,177.94
28 06 2018 05:30,1341.95,7.82,1427.24,175.69
28 06 2018 05:40,1036.47,6.98,1009.09,172.65
28 06 2018 05:50,891.49,6.79,925.24,174.35
28 06 2018 06:00,681.46,6.24,707.91,177.97
28 06 2018 06:10,595.47,5.79,556.16,187.33
28 06 2018 06:20,576.76,6.02,629.21,190.39
28 06 2018 06:30,407.32,5.30,414.00,189.64
28 06 2018 06:40,122.16,3.75,84.95,193.17
28 06 2018 06:50,158.38,4.25,170.43,194.82
28 06 2018 07:00,157.29,4.16,154.17,186.10
28 06 2018 07:10,248.31,4.54,230.22,177.04
28 06 2018 07:20,241.13,4.61,246.21,178.17
28 06 2018 07:30,786.98,6.74,901.14,165.67
28 06 2018 07:40,361.99,5.13,367.95,165.23
28 06 2018 07:50,97.29,3.68,74.56,190.70
28 06 2018 08:00,578.60,6.00,625.11,179.58
28 06 2018 08:10,432.21,5.45,454.79,177.90
28 06 2018 08:20,470.40,5.69,524.42,182.29
28 06 2018 08:30,272.94,4.68,260.90,186.22
28 06 2018 08:40,829.42,6.60,846.78,184.47
28 06 2018 08:50,551.35,5.95,608.82,182.93
28 06 2018 09:00,409.23,5.18,382.15,200.87
28 06 2018 09:10,651.96,6.40,767.95,197.61
28 06 2018 09:20,456.98,5.56,485.14,196.73
28 06 2018 09:30,460.30,5.60,497.52,198.08
28 06 2018 09:40,670.18,6.18,687.82,207.06
28 06 2018 09:50,315.60,5.13,367.78,205.02
28 06 2018 10:00,158.11,4.01,125.24,197.70
28 06 2018 10:10,609.48,6.32,735.51,198.21
28 06 2018 10:20,637.78,6.38,761.52,191.55
28 06 2018 10:30,441.73,5.57,488.35,191.39
28 06 2018 10:40,164.28,4.27,174.75,201.42
28 06 2018 10:50,5.25,1.98,0.00,185.75
28 06 2018 11:00,0.00,1.01,0.00,273.27
28 06 2018 11:10,0.00,1.54,0.00,3.58
28 06 2018 11:20,0.00,1.58,0.00,50.62
28 06 2018 11:30,0.00,1.13,0.00,191.37
28 06 2018 11:40,0.00,4.37,195.09,229.44
28 06 2018 11:50,1523.28,7.83,1436.66,236.23
28 06 2018 12:00,1986.76,8.71,1961.59,221.31
28 06 2018 12:10,1883.39,9.47,2449.62,211.51
28 06 2018 12:20,1523.51,8.30,1708.92,203.92
28 06 2018 12:30,854.03,6.66,871.24,213.31
28 06 2018 12:40,646.61,5.98,619.93,225.16
28 06 2018 12:50,759.32,6.52,815.60,226.07
28 06 2018 13:00,817.51,6.73,898.15,227.25
28 06 2018 13:10,1448.37,8.02,1543.73,211.02
28 06 2018 13:20,2687.98,10.64,3130.26,212.79
28 06 2018 13:30,3192.93,12.06,3531.38,212.91
28 06 2018 13:40,2846.61,11.21,3340.42,208.48
28 06 2018 13:50,3031.50,11.57,3438.76,212.13
28 06 2018 14:00,3593.56,13.30,3600.00,210.40
28 06 2018 14:10,3579.16,13.64,3600.00,209.39
28 06 2018 14:20,3604.16,13.82,3600.00,209.47
28 06 2018 14:30,3601.88,12.99,3597.91,207.75
28 06 2018 14:40,3578.76,12.95,3597.71,208.31
28 06 2018 14:50,3444.93,12.47,3577.19,206.03
28 06 2018 15:00,2328.14,9.91,2735.70,209.18
28 06 2018 15:10,1601.55,8.33,1725.92,201.01
28 06 2018 15:20,1727.53,8.73,1968.58,199.72
28 06 2018 15:30,1543.05,8.34,1731.67,198.74
28 06 2018 15:40,1812.84,9.41,2408.63,196.49
28 06 2018 15:50,2421.28,10.26,2944.42,201.61
28 06 2018 16:00,1981.94,8.99,2139.01,187.17
28 06 2018 16:10,1470.82,7.75,1388.40,194.49
28 06 2018 16:20,2058.20,9.12,2221.73,198.11
28 06 2018 16:30,2234.02,9.82,2674.40,197.81
28 06 2018 16:40,1886.45,9.27,2316.49,199.92
28 06 2018 16:50,1484.36,8.39,1761.17,210.82
28 06 2018 17:00,1093.75,7.47,1242.33,207.62
28 06 2018 17:10,1382.46,8.05,1559.64,207.61
28 06 2018 17:20,1625.97,8.65,1920.11,206.50
28 06 2018 17:30,1952.99,9.40,2403.43,208.14
28 06 2018 17:40,1481.42,8.45,1796.74,207.17
28 06 2018 17:50,1292.13,8.06,1562.50,208.72
28 06 2018 18:00,853.62,7.00,1015.83,210.24
28 06 2018 18:10,865.08,6.97,1000.89,214.23
28 06 2018 18:20,812.54,6.84,944.76,224.77
28 06 2018 18:30,1072.16,7.43,1220.44,229.97
28 06 2018 18:40,1246.42,7.63,1326.46,233.19
28 06 2018 18:50,907.47,7.09,1056.91,234.80
28 06 2018 19:00,910.93,7.15,1083.60,235.87
28 06 2018 19:10,1046.46,7.40,1207.69,232.51
28 06 2018 19:20,1021.29,7.65,1336.48,224.77
28 06 2018 19:30,1064.55,7.64,1330.32,223.20
28 06 2018 19:40,968.49,7.17,1092.29,225.36
28 06 2018 19:50,808.44,6.86,955.97,227.31
28 06 2018 20:00,612.35,6.36,752.90,224.01
28 06 2018 20:10,550.89,6.06,645.96,226.58
28 06 2018 20:20,622.49,6.38,758.77,228.42
28 06 2018 20:30,641.89,6.51,810.10,224.71
28 06 2018 20:40,709.57,6.85,949.19,218.11
28 06 2018 20:50,1071.50,7.51,1263.64,218.13
28 06 2018 21:00,1273.26,7.87,1457.75,220.91
28 06 2018 21:10,931.04,7.09,1054.84,222.46
28 06 2018 21:20,894.12,7.13,1077.30,226.35
28 06 2018 21:30,964.12,7.28,1149.03,224.32
28 06 2018 21:40,974.04,7.51,1264.11,220.36
